Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6031-1,2017-01-18,Sung Chung,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2017-01-20,$3.32,$5.18,$1.86,50.0,$68.96,0.08,$0.00,$68.96,$2.04,$73.46
6032-1,2016-01-27,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,High,TechSavi Cordless Elite Duo,Technology,Small Pack,Express Air,2016-01-29,$60.59,$100.98,$40.39,18.0,$599.20,0.1,$26.96,$593.64,$7.18,$690.63
6032-1,2015-01-23,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,2015-01-24,$5.50,$12.22,$6.72,44.0,$69.92,0.03,$4.49,$69.57,$2.85,$60.68
6032-1,2015-07-22,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Wrap Bag,Regular Air,2015-07-23,$3.53,$8.62,$5.09,1.0,$63.96,0.01,$0.00,$68.96,$4.50,$73.46
6032-1,2015-11-12,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Alto Memo Cubes,Technology,Large Box,Express Air,2015-11-14,$3.32,$5.18,$1.86,23.0,$50.28,0.1,$3.17,$58.51,$2.04,$59.43
6035-1,2016-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Self-Adhesive Removable Labels,Technology,Small Box,Regular Air,2016-05-12,$1.98,$3.15,$1.17,48.0,$157.48,0.04,$5.55,$132.85,$0.49,$133.46
6035-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016-09-20,$1.60,$2.62,$1.02,44.0,$101.90,0.04,$9.12,$98.79,$0.80,$19.99
6038-1,2013-08-20,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,2013-08-22,$6.51,$30.98,$24.47,46.0,$223.88,0.06,$2.24,$221.53,$6.50,$226.36
6039-1,2015-08-26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 477 Labels,Office Supplies,Small Box,Regular Air,2015-08-27,$3.14,$4.91,$1.77,9.0,$143.91,0.09,$4.32,$139.59,$0.50,$140.09
6039-1,2016-08-11,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,2016-08-13,$2.29,$3.69,$1.40,20.0,$149.20,0.06,$1.94,$136.00,$0.50,$140.69
6039-1,2015-01-02,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,2015-01-04,$5.50,$12.22,$6.72,16.0,$252.34,0.03,$0.00,$263.70,$2.85,$239.61
6042-1,2015-07-02,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2015-07-04,$1.59,$2.61,$1.02,14.0,$18.48,0.0,$0.39,$18.11,$0.50,$19.10
6042-1,2015-10-15,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015-10-19,$3.84,$6.30,$2.46,32.0,$59.73,0.02,$0.00,$59.12,$0.50,$50.92
6042-1,2016-12-08,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Critical,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2016-12-10,$5.19,$12.98,$7.79,2.0,$639.32,0.06,$30.93,$694.67,$3.14,$698.61
6042-1,2015-01-01,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan Non-Stick Binders,Office Supplies,Small Pack,Regular Air,2015-01-03,$2.74,$4.49,$1.75,43.0,$51.96,0.05,$2.96,$59.22,$1.49,$59.62
6042-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015-08-30,$1.94,$3.08,$1.14,36.0,$18.42,0.0,$0.77,$18.11,$0.99,$19.10
6044-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Aluminum Document Frame,Technology,Small Box,Regular Air,2014-02-20,$5.50,$12.22,$6.72,31.0,$547.50,0.08,$0.00,$593.50,$2.85,$500.00
6044-1,2015-08-26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,600 Series Flip,Office Supplies,Wrap Bag,Regular Air,2015-08-27,$41.28,$95.99,$54.71,25.0,"$2,495.74",0.1,$49.91,"$2,445.83",$8.99,"$2,454.82"
6044-1,2015-12-25,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2015-12-26,$1.76,$3.38,$1.62,33.0,$40.32,0.08,$2.02,$38.36,$0.85,$39.64
6046-1,2016-10-23,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2016-10-25,$1.18,$1.88,$0.70,8.0,$9.16,0.07,$0.32,$8.12,$1.49,$9.72
6046-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Critical,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2015-08-31,$3.40,$5.40,$2.00,47.0,$75.60,0.03,$1.51,$74.09,$7.78,$81.87
6046-1,2015-03-16,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Consumer,Natasha Song,High,Apex Straight Scissors,Furniture,Small Pack,Regular Air,2015-03-17,$5.19,$12.98,$7.79,10.0,$505.90,0.1,$8.16,$495.80,$3.14,$500.00
6048-1,2013-02-18,Sean Wendt,"145 Ramsay St,Haberfield",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-02-20,$2.50,$5.68,$3.18,39.0,$130.24,0.08,$4.00,$129.34,$3.60,$142.08
6048-1,2015-08-31,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2015-09-01,$4.46,$10.89,$6.43,7.0,$544.50,0.04,$49.01,$495.50,$4.50,$500.00
6049-1,2015-06-28,Phillip Flathmann,"3 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Radhya Staples,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2015-06-30,$21.56,$36.55,$14.99,31.0,$9.82,0.03,$0.75,$8.50,$13.89,$10.70
6050-1,2015-12-24,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2015-12-26,$1.53,$2.78,$1.25,23.0,$58.30,0.02,$5.45,$54.38,$1.34,$59.62
6050-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2015-09-05,$60.59,$100.98,$40.39,48.0,$908.82,0.06,$90.88,$817.94,$7.18,$825.12
6050-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2015-09-05,$60.59,$100.98,$40.39,37.0,$908.82,0.1,$90.88,$817.74,$7.18,$825.12
6051-1,2015-09-02,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2015-09-04,$3.32,$5.18,$1.86,8.0,$56.00,0.09,$3.28,$52.65,$2.04,$54.94
6052-1,2016-06-19,John Huston,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,PastelOcean Color Pencil Set,Office Supplies,Small Box,Express Air,2016-06-20,$11.11,$19.84,$8.73,37.0,$135.04,0.04,$4.06,$137.86,$4.10,$132.46
6052-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Adesso Programmable 142-Key Keyboard,Furniture,Large Box,Regular Air,2013-05-09,$32.02,$152.48,$120.46,27.0,"$5,281.78",0.09,$46.33,"$4,263.13",$4.00,"$5,790.51"
6052-1,2016-05-25,Ray Carlisle,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,2016-05-27,$5.33,$8.60,$3.27,23.0,$126.68,0.05,$5.56,$123.76,$6.19,$129.51
6052-1,2015-09-02,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Low,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Express Air,2015-09-04,$156.50,$300.97,$144.47,5.0,"$6,019.40",0.06,$300.97,"$5,718.43",$7.18,"$5,725.61"
6052-1,2015-01-15,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Alto Memo Cubes,Furniture,Small Pack,Regular Air,2015-01-17,$3.32,$5.18,$1.86,46.0,$57.45,0.06,$4.67,$58.97,$2.04,$63.68
6052-1,2015-09-02,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Home Office,Leighton Forrest,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2015-09-04,$156.50,$300.97,$144.47,43.0,"$6,019.40",0.03,$300.97,"$5,718.43",$7.18,"$5,725.61"
6052-1,2015-09-02,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2015-09-04,$156.50,$300.97,$144.47,44.0,"$6,019.40",0.01,$300.97,"$5,718.43",$7.18,"$5,725.61"
6053-1,2015-04-18,Eic Selver,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015-04-19,$3.32,$5.18,$1.86,43.0,$63.52,0.03,$5.97,$62.97,$2.04,$62.45
6053-1,2016-03-07,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Peel Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2016-03-08,$156.50,$300.97,$144.47,42.0,"$5,080.74",0.08,$0.00,"$5,080.58",$7.18,"$5,180.54"
6053-1,2014-09-10,Grant Thornton,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-09-12,$2.25,$3.69,$1.44,41.0,$80.88,0.03,$1.72,$88.33,$2.50,$88.68
6053-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-09-30,$3.32,$5.18,$1.86,3.0,$103.60,0.03,$6.42,$97.38,$2.04,$99.42
6053-1,2016-11-26,Erin Ashbrook,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan 47 Labels,Office Supplies,Small Box,Regular Air,2016-11-30,$3.84,$6.30,$2.46,22.0,$81.78,0.02,$1.94,$87.36,$0.50,$88.38
6054-1,2015-09-03,Grant Thornton,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2015-09-10,$4.46,$10.89,$6.43,1.0,$32.67,0.01,$2.61,$30.06,$4.50,$34.56
6054-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Furniture,Small Pack,Regular Air,2015-08-30,$21.56,$35.94,$14.38,44.0,$629.36,0.03,$0.00,$699.64,$6.66,$600.40
6054-1,2015-04-02,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2015-04-03,$6.39,$19.98,$13.59,27.0,$32.67,0.07,$2.61,$30.06,$4.00,$34.56
6055-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Small Pack,Regular Air,2015-01-15,$3.48,$5.43,$1.95,49.0,$70.08,0.02,$1.40,$68.18,$0.95,$69.68
6055-1,2015-09-04,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2015-09-05,$1.84,$2.88,$1.04,12.0,$252.00,0.1,$10.08,$241.92,$0.99,$242.42
6056-1,2014-10-04,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Medium,Cando PC940 Copier,Technology,Small Box,Regular Air,2014-10-06,$278.99,$449.99,$171.00,43.0,"$1,259.30",0.1,$32.58,"$1,269.77",$49.00,"$1,293.46"
6056-1,2015-07-30,Rycoris Saunders,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2015-07-31,$8.92,$29.74,$20.82,23.0,$399.60,0.02,$19.98,$379.22,$6.64,$385.34
6059-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Pizazz Colored Pencils,Office Supplies,Small Pack,Regular Air,2015-06-29,$1.76,$2.94,$1.18,35.0,$20.98,0.02,$0.10,$10.49,$0.81,$11.68
6059-1,2017-02-07,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2017-02-07,$1.59,$2.61,$1.02,43.0,$149.72,0.05,$14.48,$134.62,$0.50,$148.36
6059-1,2014-10-01,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2014-10-02,$4.59,$7.28,$2.69,30.0,$247.60,0.01,$0.00,$242.30,$11.15,$243.35
6060-1,2016-09-17,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Binder Posts,Office Supplies,Small Box,Express Air,2016-09-18,$3.50,$5.74,$2.24,15.0,$426.18,0.1,$26.14,$402.01,$5.01,$410.93
6061-1,2014-11-16,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Home Office,Radhya Staples,High,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2014-11-21,$6.39,$19.98,$13.59,12.0,$93.32,0.1,$7.85,$83.07,$4.00,$88.59
6061-1,2015-07-10,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2015-07-21,$0.24,$1.26,$1.02,8.0,$39.06,0.02,$2.34,$36.72,$0.70,$37.42
6061-1,2015-05-27,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,2015-05-29,$6.51,$30.98,$24.47,38.0,$139.86,0.04,$12.59,$127.27,$6.50,$131.97
6062-1,2017-01-07,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Pizazz Drawing Pencil Set,Technology,Jumbo Drum,Delivery Truck,2017-01-09,$1.53,$2.78,$1.25,42.0,$59.72,0.0,$0.00,$59.24,$1.34,$50.92
6063-1,2013-10-21,Amy Cox,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Colored Envelopes,Office Supplies,Small Box,Express Air,2013-10-23,$2.25,$3.69,$1.44,12.0,$68.64,0.07,$4.47,$68.97,$2.50,$83.57
6065-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Pizazz Drawing Pencil Set,Technology,Small Box,Regular Air,2015-09-11,$1.53,$2.78,$1.25,43.0,$138.18,0.08,$5.53,$132.65,$1.34,$133.46
6065-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2015-09-11,$1.76,$2.94,$1.18,26.0,$138.18,0.08,$5.53,$132.65,$0.81,$133.46
6065-1,2015-09-11,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Express Air,2015-09-11,$1.76,$2.94,$1.18,3.0,$138.18,0.02,$5.53,$132.65,$0.81,$133.46
6065-1,2015-10-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2015-10-30,$1.76,$2.94,$1.18,16.0,$138.18,0.0,$5.53,$132.65,$0.81,$133.46
6066-1,2015-12-28,Ken Dana,"73 York St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-12-30,$0.87,$1.81,$0.94,38.0,$10.86,0.03,$0.17,$10.10,$0.75,$10.85
6066-1,2015-12-28,Ken Dana,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-12-30,$0.87,$1.81,$0.94,10.0,$10.86,0.08,$0.75,$10.10,$0.75,$10.85
6066-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,2015-08-30,$1.18,$1.88,$0.70,16.0,$10.16,0.03,$0.76,$10.10,$1.49,$10.89
6066-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Astor Doster Colors,Furniture,Small Pack,Regular Air,2015-08-30,$4.59,$7.28,$2.69,8.0,$10.86,0.1,$0.76,$10.10,$11.15,$10.85
6066-2,2015-09-12,Bobby Elias,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,2015-09-13,$0.87,$1.81,$0.94,9.0,$10.86,0.09,$0.76,$10.10,$0.75,$10.85
6067-1,2017-01-10,Mark Packer,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Small Pack,Regular Air,2017-01-21,$1.05,$1.95,$0.90,21.0,$69.30,0.09,$3.97,$63.96,$1.63,$63.46
6069-1,2013-08-07,Vivian Mathis,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Low,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2013-08-09,$3.88,$6.47,$2.59,50.0,$111.20,0.08,$7.37,$103.77,$1.22,$109.99
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-09-17,$1.18,$1.88,$0.70,43.0,$8.94,0.03,$0.36,$8.58,$1.49,$10.16
6070-1,2016-07-02,Astrea Jones,"485 Crown St,Surry Hills",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2016-07-04,$21.56,$36.55,$14.99,45.0,$679.32,0.04,$7.75,$638.53,$13.89,$643.35
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2015-09-17,$4.79,$11.97,$7.18,34.0,$8.94,0.0,$0.36,$8.58,$5.81,$10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Smiths General Use 3-Ring Binders,Technology,Large Box,Regular Air,2015-09-17,$1.18,$1.88,$0.70,5.0,$8.94,0.02,$0.36,$8.58,$1.49,$10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Consumer,Leighton Forrest,High,Smiths Gold Paper Clips,Furniture,Small Pack,Regular Air,2015-09-17,$1.82,$2.98,$1.16,10.0,$8.94,0.1,$0.36,$8.58,$1.58,$10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Low,Smiths Gold Paper Clips,Office Supplies,Small Box,Regular Air,2015-09-17,$1.82,$2.98,$1.16,40.0,$8.94,0.0,$0.36,$8.58,$1.58,$10.16
6070-1,2015-07-02,Randy Ferguson,"418 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2015-07-09,$1.18,$1.88,$0.70,26.0,$8.94,0.07,$0.36,$8.58,$1.49,$10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Smiths Gold Paper Clips,Office Supplies,Small Box,Express Air,2015-09-17,$1.82,$2.98,$1.16,8.0,$8.94,0.09,$0.36,$8.58,$1.58,$10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-09-17,$1.18,$1.88,$0.70,4.0,$8.94,0.01,$0.36,$8.58,$1.49,$10.16
6070-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Consumer,Leighton Forrest,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2015-09-17,$1.18,$1.88,$0.70,12.0,$8.94,0.01,$0.36,$8.58,$1.49,$10.16
6071-1,2015-07-29,Jack Lebron,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2015-07-31,$3.65,$5.98,$2.33,20.0,$209.80,0.03,$12.59,$196.21,$1.49,$198.70
6072-1,2015-09-25,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2015-09-27,$2.18,$3.52,$1.34,2.0,$45.76,0.07,$3.66,$42.10,$6.83,$48.93
6072-1,2015-09-26,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Express Air,2015-09-27,$0.93,$1.48,$0.55,40.0,$45.76,0.0,$3.66,$42.10,$0.70,$48.93
6072-1,2015-09-25,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2015-09-27,$1.18,$1.88,$0.70,35.0,$45.76,0.09,$3.66,$42.10,$1.49,$48.93
6074-1,2015-09-28,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2015-09-30,$3.40,$5.40,$2.00,21.0,$54.00,0.0,$2.16,$51.84,$7.78,$59.62
6074-1,2015-09-17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,High,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-09-17,$3.50,$5.74,$2.24,12.0,$8.50,0.1,$0.06,$8.36,$5.01,$10.76
6076-1,2016-09-21,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,2016-09-21,$12.39,$19.98,$7.59,24.0,$399.60,0.05,$19.98,$379.62,$5.77,$385.39
6076-1,2016-03-29,Alan Dominguez,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,High,Xit Blank Computer Paper,Furniture,Small Pack,Regular Air,2016-03-31,$12.39,$19.98,$7.59,10.0,$399.60,0.1,$19.98,$379.62,$5.77,$385.39
6076-1,2016-11-08,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Security-Tint Envelopes,Office Supplies,Small Box,Express Air,2016-11-02,$4.89,$7.64,$2.75,6.0,$56.40,0.04,$2.24,$51.08,$1.39,$54.67
6076-1,2016-09-21,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-09-21,$12.39,$19.98,$7.59,14.0,$399.60,0.1,$19.98,$379.62,$5.77,$385.39
6076-1,2015-07-30,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-07-31,$12.39,$19.98,$7.59,31.0,$399.60,0.03,$19.98,$379.62,$5.77,$385.39
